t,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73
4818,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,0.0
4819,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,0.0
4820,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,82.5,73.8,136.8,56.5,54.3,104.2,95.6,130.3,132.5,147.7,0.0,0.0,202.0,147.7,241.1,76.0,0.0,254.1,139.0,97.7,0.0,0.0,0.0,0.0,0.0
4821,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,83.4,74.6,138.3,57.1,54.9,105.4,96.6,131.7,133.9,149.3,0.0,0.0,204.2,149.3,243.7,76.8,0.0,256.8,140.5,98.8,0.0,0.0,0.0,0.0,0.0
4822,78.0,69.8,129.4,53.4,51.3,98.6,90.4,123.2,125.3,139.6,0.0,0.0,191.0,139.6,228.0,71.9,0.0,240.3,131.4,92.4,0.0,0.0,0.0,0.0,78.0,69.8,129.4,53.4,51.3,98.6,90.4,123.2,125.3,139.6,0.0,0.0,191.0,139.6,228.0,71.9,0.0,240.3,131.4,92.4,0.0,0.0,0.0,0.0,78.0,69.8,129.4,53.4,51.3,98.6,90.4,123.2,125.3,139.6,0.0,0.0,191.0,139.6,228.0,71.9,0.0,240.3,131.4,92.4,0.0,0.0,0.0,0.0,0.0
4823,64.6,57.8,107.1,44.2,42.5,81.6,74.8,102.0,103.7,115.6,0.0,0.0,158.1,115.6,188.6,59.5,0.0,198.8,108.8,76.5,0.0,0.0,0.0,0.0,64.6,57.8,107.1,44.2,42.5,81.6,74.8,102.0,103.7,115.6,0.0,0.0,158.1,115.6,188.6,59.5,0.0,198.8,108.8,76.5,0.0,0.0,0.0,0.0,64.6,57.8,107.1,44.2,42.5,81.6,74.8,102.0,103.7,115.6,0.0,0.0,158.1,115.6,188.6,59.5,0.0,198.8,108.8,76.5,0.0,0.0,0.0,0.0,0.0
4824,54.4,48.6,90.1,37.2,35.8,68.7,63.0,85.9,87.3,97.3,0.0,0.0,133.1,97.3,158.8,50.1,0.0,167.4,91.6,64.4,0.0,0.0,0.0,0.0,54.4,48.6,90.1,37.2,35.8,68.7,63.0,85.9,87.3,97.3,0.0,0.0,133.1,97.3,158.8,50.1,0.0,167.4,91.6,64.4,0.0,0.0,0.0,0.0,54.4,48.6,90.1,37.2,35.8,68.7,63.0,85.9,87.3,97.3,0.0,0.0,133.1,97.3,158.8,50.1,0.0,167.4,91.6,64.4,0.0,0.0,0.0,0.0,0.0
4825,51.4,46.0,85.3,35.2,33.8,65.0,59.6,81.2,82.6,92.0,0.0,0.0,125.9,92.0,150.2,47.4,0.0,158.4,86.6,60.9,0.0,0.0,0.0,0.0,51.4,46.0,85.3,35.2,33.8,65.0,59.6,81.2,82.6,92.0,0.0,0.0,125.9,92.0,150.2,47.4,0.0,158.4,86.6,60.9,0.0,0.0,0.0,0.0,51.4,46.0,85.3,35.2,33.8,65.0,59.6,81.2,82.6,92.0,0.0,0.0,125.9,92.0,150.2,47.4,0.0,158.4,86.6,60.9,0.0,0.0,0.0,0.0,0.0
4826,50.0,44.7,82.8,34.2,32.9,63.1,57.9,78.9,80.2,89.4,0.0,0.0,122.3,89.4,145.9,46.0,0.0,153.8,84.1,59.2,0.0,0.0,0.0,0.0,50.0,44.7,82.8,34.2,32.9,63.1,57.9,78.9,80.2,89.4,0.0,0.0,122.3,89.4,145.9,46.0,0.0,153.8,84.1,59.2,0.0,0.0,0.0,0.0,50.0,44.7,82.8,34.2,32.9,63.1,57.9,78.9,80.2,89.4,0.0,0.0,122.3,89.4,145.9,46.0,0.0,153.8,84.1,59.2,0.0,0.0,0.0,0.0,0.0
4827,47.8,42.7,79.2,32.7,31.4,60.3,55.3,75.4,76.7,85.5,0.0,0.0,116.9,85.5,139.5,44.0,0.0,147.0,80.4,56.6,0.0,0.0,0.0,0.0,47.8,42.7,79.2,32.7,31.4,60.3,55.3,75.4,76.7,85.5,0.0,0.0,116.9,85.5,139.5,44.0,0.0,147.0,80.4,56.6,0.0,0.0,0.0,0.0,47.8,42.7,79.2,32.7,31.4,60.3,55.3,75.4,76.7,85.5,0.0,0.0,116.9,85.5,139.5,44.0,0.0,147.0,80.4,56.6,0.0,0.0,0.0,0.0,0.0
4828,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,47.0,42.1,78.0,32.2,30.9,59.4,54.4,74.2,75.5,84.1,0.0,0.0,115.1,84.1,137.4,43.3,0.0,144.8,79.2,55.7,0.0,0.0,0.0,0.0,0.0
4829,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,0.0
4830,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,45.6,40.8,75.5,31.2,30.0,57.5,52.7,71.9,73.1,81.5,0.0,0.0,111.5,81.5,133.1,42.0,0.0,140.3,76.7,53.9,0.0,0.0,0.0,0.0,0.0
4831,48.5,43.4,80.4,33.2,31.9,61.3,56.2,76.6,77.8,86.8,0.0,0.0,118.7,86.8,141.7,44.7,0.0,149.3,81.7,57.4,0.0,0.0,0.0,0.0,48.5,43.4,80.4,33.2,31.9,61.3,56.2,76.6,77.8,86.8,0.0,0.0,118.7,86.8,141.7,44.7,0.0,149.3,81.7,57.4,0.0,0.0,0.0,0.0,48.5,43.4,80.4,33.2,31.9,61.3,56.2,76.6,77.8,86.8,0.0,0.0,118.7,86.8,141.7,44.7,0.0,149.3,81.7,57.4,0.0,0.0,0.0,0.0,0.0
4832,59.5,53.3,98.7,40.7,39.2,75.2,68.9,94.0,95.5,106.5,0.0,0.0,145.7,106.5,173.8,54.8,0.0,183.2,100.2,70.5,0.0,0.0,0.0,0.0,59.5,53.3,98.7,40.7,39.2,75.2,68.9,94.0,95.5,106.5,0.0,0.0,145.7,106.5,173.8,54.8,0.0,183.2,100.2,70.5,0.0,0.0,0.0,0.0,59.5,53.3,98.7,40.7,39.2,75.2,68.9,94.0,95.5,106.5,0.0,0.0,145.7,106.5,173.8,54.8,0.0,183.2,100.2,70.5,0.0,0.0,0.0,0.0,0.0
4833,63.2,56.5,104.8,43.2,41.6,79.8,73.2,99.8,101.4,113.1,0.0,0.0,154.6,113.1,184.6,58.2,0.0,194.6,106.4,74.8,0.0,0.0,0.0,0.0,63.2,56.5,104.8,43.2,41.6,79.8,73.2,99.8,101.4,113.1,0.0,0.0,154.6,113.1,184.6,58.2,0.0,194.6,106.4,74.8,0.0,0.0,0.0,0.0,63.2,56.5,104.8,43.2,41.6,79.8,73.2,99.8,101.4,113.1,0.0,0.0,154.6,113.1,184.6,58.2,0.0,194.6,106.4,74.8,0.0,0.0,0.0,0.0,0.0
4834,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,0.0
4835,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,0.0
4836,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,0.0
4837,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,0.0
4838,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,0.0
4839,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.7,44.0,84.5,77.4,105.6,107.3,119.6,0.0,0.0,163.6,119.6,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,0.0
4840,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,67.6,60.5,112.1,46.3,44.5,85.4,78.3,106.7,108.5,121.0,0.0,0.0,165.4,121.0,197.5,62.3,0.0,208.1,113.8,80.0,0.0,0.0,0.0,0.0,0.0
4841,69.1,61.8,114.5,47.3,45.4,87.2,80.0,109.1,110.9,123.6,0.0,0.0,169.0,123.6,201.7,63.6,0.0,212.7,116.3,81.8,0.0,0.0,0.0,0.0,69.1,61.8,114.5,47.3,45.4,87.2,80.0,109.1,110.9,123.6,0.0,0.0,169.0,123.6,201.7,63.6,0.0,212.7,116.3,81.8,0.0,0.0,0.0,0.0,69.1,61.8,114.5,47.3,45.4,87.2,80.0,109.1,110.9,123.6,0.0,0.0,169.0,123.6,201.7,63.6,0.0,212.7,116.3,81.8,0.0,0.0,0.0,0.0,0.0
4842,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,0.0
4843,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,69.8,62.5,115.7,47.8,45.9,88.2,80.8,110.2,112.1,124.9,0.0,0.0,170.8,124.9,203.9,64.3,0.0,214.9,117.6,82.7,0.0,0.0,0.0,0.0,0.0
4844,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,73.5,65.7,121.8,50.3,48.3,92.8,85.1,116.0,117.9,131.5,0.0,0.0,179.8,131.5,214.6,67.7,0.0,226.2,123.7,87.0,0.0,0.0,0.0,0.0,0.0
4845,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,68.3,61.1,113.3,46.8,45.0,86.3,79.1,107.9,109.7,122.3,0.0,0.0,167.2,122.3,199.6,62.9,0.0,210.4,115.1,80.9,0.0,0.0,0.0,0.0,0.0
4846,64.7,57.9,107.2,44.2,42.5,81.7,74.9,102.1,103.8,115.7,0.0,0.0,158.2,115.7,188.9,59.6,0.0,199.1,108.9,76.6,0.0,0.0,0.0,0.0,64.7,57.9,107.2,44.2,42.5,81.7,74.9,102.1,103.8,115.7,0.0,0.0,158.2,115.7,188.9,59.6,0.0,199.1,108.9,76.6,0.0,0.0,0.0,0.0,64.7,57.9,107.2,44.2,42.5,81.7,74.9,102.1,103.8,115.7,0.0,0.0,158.2,115.7,188.9,59.6,0.0,199.1,108.9,76.6,0.0,0.0,0.0,0.0,0.0
4847,58.8,52.6,97.5,40.2,38.7,74.2,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,58.8,52.6,97.5,40.2,38.7,74.2,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,58.8,52.6,97.5,40.2,38.7,74.2,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,0.0
4848,53.0,47.4,87.8,36.2,34.8,66.9,61.3,83.6,85.0,94.8,0.0,0.0,129.6,94.8,154.7,48.8,0.0,163.1,89.2,62.7,0.0,0.0,0.0,0.0,53.0,47.4,87.8,36.2,34.8,66.9,61.3,83.6,85.0,94.8,0.0,0.0,129.6,94.8,154.7,48.8,0.0,163.1,89.2,62.7,0.0,0.0,0.0,0.0,53.0,47.4,87.8,36.2,34.8,66.9,61.3,83.6,85.0,94.8,0.0,0.0,129.6,94.8,154.7,48.8,0.0,163.1,89.2,62.7,0.0,0.0,0.0,0.0,0.0
4849,50.1,44.8,83.1,34.3,33.0,63.3,58.0,79.1,80.4,89.6,0.0,0.0,122.6,89.6,146.3,46.1,0.0,154.2,84.4,59.3,0.0,0.0,0.0,0.0,50.1,44.8,83.1,34.3,33.0,63.3,58.0,79.1,80.4,89.6,0.0,0.0,122.6,89.6,146.3,46.1,0.0,154.2,84.4,59.3,0.0,0.0,0.0,0.0,50.1,44.8,83.1,34.3,33.0,63.3,58.0,79.1,80.4,89.6,0.0,0.0,122.6,89.6,146.3,46.1,0.0,154.2,84.4,59.3,0.0,0.0,0.0,0.0,0.0
4850,48.7,43.5,80.7,33.3,32.0,61.5,56.3,76.8,78.1,87.1,0.0,0.0,119.1,87.1,142.2,44.8,0.0,149.8,82.0,57.6,0.0,0.0,0.0,0.0,48.7,43.5,80.7,33.3,32.0,61.5,56.3,76.8,78.1,87.1,0.0,0.0,119.1,87.1,142.2,44.8,0.0,149.8,82.0,57.6,0.0,0.0,0.0,0.0,48.7,43.5,80.7,33.3,32.0,61.5,56.3,76.8,78.1,87.1,0.0,0.0,119.1,87.1,142.2,44.8,0.0,149.8,82.0,57.6,0.0,0.0,0.0,0.0,0.0
4851,46.5,41.6,77.1,31.8,30.6,58.8,53.9,73.5,74.7,83.2,0.0,0.0,113.8,83.2,135.9,42.8,0.0,143.2,78.3,55.1,0.0,0.0,0.0,0.0,46.5,41.6,77.1,31.8,30.6,58.8,53.9,73.5,74.7,83.2,0.0,0.0,113.8,83.2,135.9,42.8,0.0,143.2,78.3,55.1,0.0,0.0,0.0,0.0,46.5,41.6,77.1,31.8,30.6,58.8,53.9,73.5,74.7,83.2,0.0,0.0,113.8,83.2,135.9,42.8,0.0,143.2,78.3,55.1,0.0,0.0,0.0,0.0,0.0
4852,45.8,41.0,75.9,31.3,30.1,57.9,53.0,72.3,73.5,82.0,0.0,0.0,112.1,82.0,133.8,42.2,0.0,141.0,77.1,54.2,0.0,0.0,0.0,0.0,45.8,41.0,75.9,31.3,30.1,57.9,53.0,72.3,73.5,82.0,0.0,0.0,112.1,82.0,133.8,42.2,0.0,141.0,77.1,54.2,0.0,0.0,0.0,0.0,45.8,41.0,75.9,31.3,30.1,57.9,53.0,72.3,73.5,82.0,0.0,0.0,112.1,82.0,133.8,42.2,0.0,141.0,77.1,54.2,0.0,0.0,0.0,0.0,0.0
4853,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,0.0
4854,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,44.4,39.7,73.6,30.4,29.2,56.0,51.4,70.1,71.2,79.4,0.0,0.0,108.6,79.4,129.6,40.9,0.0,136.6,74.7,52.5,0.0,0.0,0.0,0.0,0.0
4855,47.2,42.3,78.3,32.3,31.1,59.7,54.7,74.6,75.8,84.5,0.0,0.0,115.6,84.5,138.0,43.5,0.0,145.4,79.6,55.9,0.0,0.0,0.0,0.0,47.2,42.3,78.3,32.3,31.1,59.7,54.7,74.6,75.8,84.5,0.0,0.0,115.6,84.5,138.0,43.5,0.0,145.4,79.6,55.9,0.0,0.0,0.0,0.0,47.2,42.3,78.3,32.3,31.1,59.7,54.7,74.6,75.8,84.5,0.0,0.0,115.6,84.5,138.0,43.5,0.0,145.4,79.6,55.9,0.0,0.0,0.0,0.0,0.0
4856,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.1,103.7,0.0,0.0,141.9,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.1,103.7,0.0,0.0,141.9,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,58.0,51.9,96.1,39.7,38.1,73.2,67.1,91.5,93.1,103.7,0.0,0.0,141.9,103.7,169.3,53.4,0.0,178.5,97.6,68.6,0.0,0.0,0.0,0.0,0.0
4857,61.5,55.1,102.0,42.1,40.5,77.7,71.3,97.2,98.8,110.1,0.0,0.0,150.6,110.1,179.8,56.7,0.0,189.5,103.7,72.9,0.0,0.0,0.0,0.0,61.5,55.1,102.0,42.1,40.5,77.7,71.3,97.2,98.8,110.1,0.0,0.0,150.6,110.1,179.8,56.7,0.0,189.5,103.7,72.9,0.0,0.0,0.0,0.0,61.5,55.1,102.0,42.1,40.5,77.7,71.3,97.2,98.8,110.1,0.0,0.0,150.6,110.1,179.8,56.7,0.0,189.5,103.7,72.9,0.0,0.0,0.0,0.0,0.0
4858,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,0.0
4859,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,0.0
4860,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,66.6,59.6,110.3,45.5,43.8,84.1,77.1,105.1,106.8,119.1,0.0,0.0,162.9,119.1,194.4,61.3,0.0,204.9,112.1,78.8,0.0,0.0,0.0,0.0,0.0
4861,65.8,58.9,109.2,45.0,43.3,83.2,76.2,104.0,105.7,117.8,0.0,0.0,161.1,117.8,192.3,60.6,0.0,202.7,110.9,78.0,0.0,0.0,0.0,0.0,65.8,58.9,109.2,45.0,43.3,83.2,76.2,104.0,105.7,117.8,0.0,0.0,161.1,117.8,192.3,60.6,0.0,202.7,110.9,78.0,0.0,0.0,0.0,0.0,65.8,58.9,109.2,45.0,43.3,83.2,76.2,104.0,105.7,117.8,0.0,0.0,161.1,117.8,192.3,60.6,0.0,202.7,110.9,78.0,0.0,0.0,0.0,0.0,0.0
4862,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,0.0
4863,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,65.1,58.3,108.0,44.6,42.8,82.3,75.4,102.8,104.5,116.5,0.0,0.0,159.4,116.5,190.2,60.0,0.0,200.5,109.7,77.1,0.0,0.0,0.0,0.0,0.0
